user_id,first_name ,last_name,date ,steps ,workouts ,calories_in,calories_out,join_date
2468,Mia,Nelson,4/17/2025,2550,easy,2236,2265,10/21/2024
2469,Harrison,Young,10/14/2025,3782,medium,1868,2988,12/5/2024
2470,Sophia,Hall,4/3/2024,7912,easy,2728,2825,12/5/2024
2471,Harrison,Carter,2/1/2024,8648,easy,2941,2605,9/3/2023
2472,Amelia,King,3/15/2023,10558,none,2254,2459,4/9/2025
2473,Andrew,Davis,3/7/2023,11261,medium,2380,2857,7/13/2023
2474,Finn,Mitchell,11/3/2025,10325,hard,2869,2849,6/12/2025
2475,Eli,Taylor,10/6/2024,4502,hard,2173,2539,12/14/2024
2476,Finn,Mitchell,4/10/2023,6230,hard,2482,2441,5/3/2024
2477,Harrison,Hill,5/5/2023,8406,medium,2904,2245,10/21/2024
2478,Isabella,Adams,1/1/2023,3816,hard,2019,2569,12/31/2024
2479,Finn,Moore,8/19/2023,14601,none,2769,2509,5/10/2024
2480,Charles,Adams,10/1/2024,3162,easy,1942,2915,9/29/2023
2481,Joshua,Brown,9/26/2025,7246,medium,2785,2870,1/17/2023
2482,Luke,King,12/31/2023,6488,hard,2081,2703,2/11/2023
2483,Joshua,Baker,1/30/2023,2795,none,2531,2515,5/28/2023
2484,Theodore,Johnson,4/5/2025,4448,easy,2510,2955,5/20/2023
2485,Eli,Thomas,1/16/2025,13214,hard,2942,2871,10/26/2024
2486,Joshua,Wright,2/23/2023,5325,medium,2340,2604,8/27/2023
2487,Harrison,Lee,5/28/2023,7777,hard,2175,2757,1/12/2024
2488,Olivia,Evans,2/22/2023,10255,medium,2467,2550,6/12/2024
2489,Sophia,Walker,6/28/2025,6020,medium,2451,2278,2/9/2025
2490,Charlotte,Young,2/26/2024,3768,medium,2612,2549,11/30/2024
2491,Zachary,Hill,2/10/2025,8700,none,2441,2719,11/2/2023
2492,Michael,Perez,10/19/2025,2123,hard,2771,2630,12/4/2025
2493,Emily,Scott,3/19/2025,2397,hard,2961,2744,1/3/2024
2494,Owen,Mitchell,6/17/2024,3457,none,2383,2779,2/16/2023
2495,Lily,Wilson,4/18/2025,14342,medium,2652,2242,7/24/2025
2496,Zachary,Johnson,1/20/2025,4752,medium,2106,2682,10/8/2023
2497,Zachary,Thomas,8/2/2024,8407,medium,1923,2250,12/25/2024
2498,Sophia,Allen,8/5/2023,12433,easy,2536,2919,4/15/2024
2499,Grace,Adams,12/14/2025,12917,none,2099,2264,11/6/2023
2500,Charles,Nelson,6/21/2023,2084,easy,2236,2536,1/28/2024
2501,Adam,Davis,7/29/2025,7025,medium,2526,2521,1/16/2025
2502,Sophia,Mitchell,6/30/2025,11798,medium,2507,2385,11/12/2025
2503,Emma,Baker,5/8/2024,5814,easy,1886,2466,8/29/2023
2504,Joshua,Nelson,9/15/2024,6942,easy,2601,2483,8/9/2025
2505,Sophia,Lee,1/28/2025,2173,easy,2148,2694,12/14/2024
2506,Mia,Nelson,11/19/2025,12952,easy,2226,2389,10/23/2025
2507,Charles,Evans,5/10/2024,13864,hard,2859,2326,4/6/2024
2508,Michael,Hernandez,11/14/2023,11992,hard,2947,2994,9/5/2025
2509,Zachary,Brown,4/8/2023,10280,none,2663,2906,9/7/2024
2510,Owen,Davis,8/3/2023,3833,hard,2434,2962,12/28/2023
2511,Ella,Smith,10/12/2023,13845,none,2055,2235,5/14/2023
2512,Dylan,Nelson,11/4/2024,7398,hard,2561,2390,8/2/2024
2513,Ella,Davis,12/6/2025,11469,medium,2818,2335,6/18/2025
2514,Finn,Robinson,11/18/2025,7884,none,1839,2711,12/20/2023
2515,Ryan,Hill,9/23/2025,4904,none,2316,2885,11/28/2025
2516,Harrison,Hernandez,8/24/2024,11225,hard,2094,2531,4/6/2025
2517,Andrew,Martin,10/30/2025,13101,medium,2158,2551,2/10/2023
2518,Sophia,Baker,11/7/2023,5969,none,1821,2461,9/6/2023
2519,Emma,Davis,12/11/2025,4582,hard,2219,2722,4/8/2024
2520,Thomas,Evans,10/3/2024,6550,easy,2134,2311,12/29/2024
2521,Ella,Wright,1/9/2023,3239,easy,2300,2597,3/16/2024
2522,Andrew,Johnson,9/19/2024,3459,none,2180,2461,4/1/2024
2523,Isabella,Baker,2/24/2024,13974,none,1927,2285,11/8/2025
2524,Owen,Hernandez,6/22/2024,6306,medium,2061,2362,7/2/2024
2525,Joshua,Martin,3/22/2024,2779,medium,2744,2778,3/17/2025
2526,Grace,Adams,3/12/2024,8562,medium,2103,2559,10/20/2025
2527,Dylan,Taylor,5/18/2023,3469,easy,2043,2858,10/30/2023
2528,Ava,Brown,4/5/2023,3354,medium,2086,2696,8/18/2023
2529,Sophia,King,2/19/2024,4310,hard,2112,2743,1/9/2025
2530,Harrison,Perez,10/26/2023,4356,easy,2069,2307,10/18/2023
2531,Dylan,Wright,5/4/2023,14375,medium,2308,2534,5/14/2023
2532,Lily,Brown,1/25/2023,14588,none,1902,2502,6/26/2023
2533,Lily,Thomas,10/20/2025,6757,easy,2898,2260,7/3/2025
2534,Luke,Johnson,4/20/2024,4822,none,2241,2309,10/22/2025
2535,Theodore,Carter,10/1/2025,13551,none,2346,2911,12/21/2024
2536,Lily,Hill,9/14/2024,7795,easy,2333,2286,8/18/2023
2537,Michael,Davis,12/16/2024,2764,hard,2447,2746,3/19/2023
2538,Theodore,Scott,11/18/2024,5896,easy,2441,2792,7/4/2025
2539,Ryan,Baker,9/8/2024,11221,easy,2485,2655,8/15/2025
2540,Adam,Clark,3/1/2024,8216,medium,2466,2272,7/8/2024
2541,Isabella,Carter,5/8/2024,14849,hard,2287,2650,2/28/2023
2542,Sophia,King,8/25/2025,14732,hard,2999,2718,9/17/2024
2543,Thomas,Evans,12/2/2023,2383,hard,2696,2243,11/19/2024
2544,Olivia,Lee,12/24/2023,6902,hard,2882,2613,12/24/2023
2545,Sophia,Johnson,2/6/2024,13064,hard,1925,2557,7/15/2024
2546,Joshua,Smith,11/26/2023,4350,none,2495,2909,4/18/2025
2547,Ella,Nelson,4/1/2024,13767,hard,2859,2603,12/26/2025
2548,Owen,Moore,7/21/2023,3013,none,2469,2939,3/18/2025
2549,Lily,Walker,1/16/2024,11036,easy,1999,2303,4/19/2024
2550,Adam,Scott,6/28/2025,10050,hard,2176,2245,9/28/2025
2551,Olivia,Wilson,11/16/2025,14411,easy,2554,2275,8/6/2025
2552,Harrison,Scott,7/4/2024,3503,none,2027,2255,3/16/2023
2553,Chloe,Moore,1/25/2023,6873,medium,1863,2640,2/13/2024
2554,Charles,Thomas,2/25/2023,4528,none,2324,2371,12/12/2023
2555,Dylan,Perez,9/22/2024,4789,hard,2336,2873,4/12/2024
2556,Finn,King,1/14/2024,11834,easy,2698,2411,2/7/2023
2557,Andrew,Walker,6/19/2024,5227,none,2799,2683,8/18/2025
2558,Emma,Evans,11/12/2025,4079,medium,2008,2618,12/4/2024
2559,Ava,Wright,10/17/2023,5652,medium,1987,2654,11/1/2023
2560,Grace,Wright,3/29/2023,5406,easy,2548,2521,6/29/2025
2561,Ava,King,4/13/2023,11267,hard,2448,2825,12/4/2024
2562,Chloe,Wilson,3/9/2025,9789,easy,2734,2661,9/15/2025
2563,Olivia,Lewis,6/28/2023,3114,medium,2001,2701,6/13/2024
2564,Eli,Hall,6/20/2023,2045,hard,2262,2559,1/9/2025
2565,Charles,King,8/19/2023,3177,hard,2731,2587,1/5/2025
2566,Thomas,Perez,8/7/2024,8217,hard,2173,2938,9/21/2025
2567,Ella,Mitchell,12/26/2023,7787,medium,1856,2870,3/17/2025
2568,Michael,Allen,9/1/2025,5982,none,2152,2379,4/11/2023
2569,Theodore,Taylor,1/27/2023,4359,easy,2487,2357,8/2/2023
2570,Charlotte,Perez,11/8/2023,2314,easy,2895,2948,8/20/2025
2571,Joshua,Hall,7/23/2024,6629,medium,2770,2387,7/31/2023
2572,Mia,Smith,9/23/2023,9092,easy,2278,2674,1/23/2025
2573,Eli,Taylor,12/9/2023,14452,medium,2929,2789,7/14/2024
2574,Zachary,Mitchell,4/20/2024,9208,medium,2605,2682,6/12/2024
2575,Eli,Hall,12/6/2025,11406,easy,2485,2514,9/29/2023
2576,Amelia,Carter,10/24/2024,4640,none,2331,2289,12/8/2023
2577,Mia,Brown,9/5/2023,5515,easy,2747,2610,9/29/2023
2578,Ava,Smith,4/8/2025,5978,none,2733,2375,4/11/2024
2579,Eli,Carter,8/16/2023,12653,medium,2802,2642,1/7/2025
2580,Zachary,Perez,9/23/2024,7753,medium,2689,2423,9/7/2023
2581,Owen,Smith,3/17/2023,11303,medium,1940,2226,3/19/2025
2582,Isabella,Wilson,5/15/2023,3024,none,2176,2392,2/6/2025
2583,Amelia,Carter,4/10/2025,4068,hard,2532,2396,4/15/2023
2584,Sophia,Perez,3/28/2025,9405,medium,2848,2365,3/29/2024
2585,Joshua,Hill,4/1/2023,8734,easy,2340,2915,2/15/2024
2586,Adam,Perez,11/7/2023,8155,none,2894,2792,3/14/2025
2587,Finn,Nelson,1/9/2023,3989,hard,1937,2888,3/25/2025
2588,Eli,Adams,6/5/2024,6556,medium,2220,2636,6/24/2023
2589,Eli,Wilson,9/1/2023,3783,easy,2433,2344,5/17/2025
2590,Isabella,Evans,12/19/2024,4974,hard,2420,2230,11/21/2025
2591,Thomas,Davis,10/24/2025,3128,hard,2468,2553,4/18/2025
2592,Amelia,Clark,1/12/2025,11541,none,2229,2919,8/27/2025
2593,Charlotte,Adams,11/1/2025,4915,medium,1962,2582,2/19/2025
2594,Isabella,Davis,4/17/2023,6533,easy,2595,2230,7/9/2025
2595,Ella,King,10/6/2025,4828,medium,2697,2215,7/16/2023
2596,Ella,Robinson,10/19/2024,5556,easy,2175,2864,7/31/2024
2597,Ryan,Carter,12/14/2025,6834,none,2778,2720,5/12/2023
2598,Chloe,Martin,1/25/2025,7462,hard,2976,2801,6/29/2025
2599,Mia,Lewis,7/2/2024,12332,none,2975,2939,2/8/2025
2600,Mia,Lewis,10/27/2024,3065,medium,2109,2816,8/2/2025
2601,Owen,Lewis,5/31/2023,5090,easy,2856,2381,7/22/2023
2602,Mia,Clark,7/25/2024,9974,none,2002,2423,5/15/2025
2603,Dylan,King,7/6/2023,6258,medium,2521,2922,11/15/2023
2604,Owen,Adams,11/14/2025,2605,hard,1846,2845,9/2/2025
2605,Zachary,Lewis,2/12/2023,5188,hard,2794,2551,1/17/2023
2606,Charlotte,Smith,5/30/2024,8755,medium,2117,2423,11/22/2025
2607,Zachary,Wilson,6/18/2023,14790,none,2071,2435,8/1/2023
2608,Finn,Evans,10/6/2024,7398,medium,2752,2495,4/12/2025
2609,Zachary,Wilson,11/6/2025,13509,easy,2701,2941,9/7/2025
2610,Owen,Martin,12/9/2025,13519,easy,2835,2631,12/18/2025
2611,Zachary,Robinson,7/31/2023,4061,hard,2216,2344,4/4/2025
2612,Lily,Mitchell,9/8/2025,2629,none,2473,2434,2/23/2025
2613,Luke,Martin,8/9/2024,8815,medium,2751,2784,5/29/2023
2614,Mia,Clark,7/13/2025,4052,none,2850,2857,4/25/2024
2615,Joshua,Hall,12/19/2023,3018,none,2284,2384,10/24/2025
2616,Ava,Wilson,7/22/2024,7263,medium,2622,2685,11/22/2023
2617,Lily,Thomas,12/7/2024,10199,hard,1894,2527,1/28/2023
2618,Emma,Lewis,12/17/2025,7826,hard,2445,2703,10/5/2025
2619,Olivia,Smith,12/14/2024,4379,none,1852,2899,8/2/2025
2620,Owen,Wright,5/6/2023,11059,easy,2117,2720,11/15/2023
2621,Zachary,Moore,4/16/2023,3588,none,2684,2224,1/31/2025
2622,Amelia,Davis,9/28/2023,9930,hard,2545,2852,8/12/2023
2623,Thomas,Moore,6/13/2023,6009,none,2262,2669,4/17/2023
2624,Lily,King,6/6/2023,14839,hard,1949,2860,12/7/2025
2625,Dylan,Perez,5/11/2024,11339,none,2834,2489,8/3/2025
2626,Lily,Smith,6/17/2023,14121,hard,2075,2429,10/26/2024
2627,Zachary,Nelson,4/9/2024,4141,hard,2479,2444,12/10/2024
2628,Michael,Taylor,12/12/2024,5231,none,2567,2473,8/8/2025
2629,Emma,Clark,6/8/2025,11891,easy,2149,2817,8/20/2024
2630,Ella,King,2/17/2025,8969,none,1981,2333,2/12/2025
2631,Olivia,Mitchell,7/4/2024,8779,easy,2766,2538,8/22/2025
2632,Joshua,Smith,2/20/2023,6179,easy,2128,2868,2/25/2024
2633,Emily,Baker,9/23/2024,7165,easy,1863,2409,6/22/2025
2634,Isabella,Carter,7/19/2023,9528,hard,2329,2896,5/10/2024
2635,Thomas,Moore,11/1/2024,3922,medium,2328,2492,7/3/2024
2636,Adam,Carter,8/31/2025,8462,medium,2873,2678,12/23/2025
2637,Owen,Young,9/25/2023,3012,medium,2072,2640,12/27/2024
2638,Dylan,Allen,8/4/2025,3818,none,2777,2601,10/21/2025
2639,Ryan,Martin,11/22/2025,3932,hard,2020,2623,11/18/2025
2640,Michael,Carter,12/26/2024,3496,none,2700,2597,7/3/2025
2641,Sophia,Davis,7/22/2023,3208,medium,2691,2444,9/29/2024
2642,Amelia,Lewis,8/16/2025,2226,medium,2376,2924,2/23/2024
2643,Sophia,Nelson,8/8/2024,6501,medium,2856,2362,10/23/2023
2644,Eli,Wright,9/6/2024,12973,medium,2396,2476,8/28/2023
2645,Charles,Wilson,4/7/2024,6057,medium,2197,2607,4/4/2025
2646,Ella,Carter,10/15/2025,13712,hard,2070,2531,4/19/2024
2647,Isabella,Allen,7/9/2025,8482,hard,2562,2324,11/7/2023
2648,Dylan,Thomas,10/22/2023,3774,hard,2780,2686,11/2/2023
2649,Ella,Allen,4/3/2024,2587,medium,2340,2509,12/13/2024
2650,Isabella,Lee,5/19/2023,11312,none,2914,2290,3/18/2024
2651,Theodore,King,3/9/2025,5264,medium,1884,2824,12/2/2025
2652,Emma,Lewis,3/22/2025,9671,medium,2987,2866,1/10/2025
2653,Isabella,Hernandez,7/17/2025,4287,none,2396,2607,12/15/2025
2654,Charlotte,Mitchell,3/3/2025,14889,hard,2039,2981,1/11/2023
2655,Harrison,Davis,6/18/2023,10387,medium,2767,2221,2/24/2023
2656,Emma,Wright,12/16/2025,6850,none,2057,2339,5/26/2024
2657,Isabella,Lewis,2/29/2024,4017,none,1849,2584,3/16/2023
2658,Ava,Young,10/9/2025,7208,easy,2403,2812,12/25/2025
2659,Charlotte,Moore,11/13/2025,7743,none,1811,2912,9/29/2024
2660,Chloe,Carter,7/16/2025,7305,none,2582,2698,7/29/2023
2661,Grace,Lee,6/21/2024,13281,easy,1968,2282,3/26/2023
2662,Luke,Young,12/20/2024,4308,none,2924,2985,8/20/2023
2663,Harrison,King,12/11/2024,10222,none,1803,2884,11/4/2025
2664,Joshua,Lewis,5/6/2025,12165,none,2838,2500,4/6/2025
2665,Joshua,Brown,7/9/2023,8137,none,2981,2997,1/15/2023
2666,Lily,Adams,1/24/2024,7238,medium,2822,2591,11/14/2025
2667,Ava,Clark,8/2/2023,4234,easy,2345,2651,7/13/2024
2668,Ryan,Perez,12/6/2024,2294,easy,2822,2913,10/10/2025
2669,Luke,Clark,5/16/2025,6187,medium,2160,2586,9/1/2023
2670,Chloe,Lewis,3/18/2025,4945,easy,2521,2718,5/17/2025
2671,Ella,Allen,5/14/2025,6624,none,2591,2935,9/27/2025
2672,Andrew,Brown,5/25/2024,13053,medium,2859,2780,5/17/2023
2673,Isabella,Adams,6/21/2025,3403,none,2930,2946,6/15/2024
2674,Emily,Davis,10/12/2024,10525,none,1827,2914,12/2/2024
2675,Adam,Martin,12/3/2024,13467,none,2718,3000,5/15/2025
2676,Amelia,Lee,9/20/2023,14608,hard,1978,2353,3/4/2025
2677,Andrew,Smith,12/20/2024,2799,none,1844,2899,11/2/2024
2678,Ryan,Thomas,9/9/2024,2065,none,2640,2846,2/21/2025
2679,Charlotte,Allen,4/9/2025,8428,easy,2486,2555,12/12/2025
2680,Isabella,Wright,2/1/2025,2041,medium,2537,2439,9/18/2023
2681,Harrison,Robinson,1/29/2024,5165,none,2938,2948,3/11/2024
2682,Finn,Davis,9/30/2025,10079,easy,2586,2677,12/30/2024
2683,Thomas,Perez,2/22/2025,8477,easy,2654,2526,3/2/2023
2684,Zachary,Davis,4/7/2023,2422,easy,2410,2297,12/14/2024
2685,Isabella,Lee,5/28/2024,5372,easy,1800,2255,7/19/2024
2686,Adam,Hernandez,1/1/2024,8407,none,2874,2817,5/9/2024
2687,Ella,Hill,5/14/2024,7895,medium,2519,2859,2/7/2023
2688,Joshua,Hall,11/29/2025,14494,none,2594,2209,11/7/2024
2689,Chloe,Taylor,4/21/2025,7859,hard,2575,2651,2/22/2025
2690,Theodore,Wilson,1/26/2025,3026,medium,1965,2663,8/31/2024
2691,Owen,Davis,3/1/2023,11485,medium,2441,2538,5/21/2025
2692,Zachary,Hernandez,12/16/2025,7825,medium,2020,2649,3/16/2024
2693,Luke,Walker,3/23/2023,11807,easy,2120,2270,7/14/2023
2694,Eli,Hall,7/5/2025,9923,medium,1972,2522,10/25/2024
2695,Charlotte,Wilson,7/10/2024,9346,hard,2668,2952,5/27/2024
2696,Zachary,Martin,11/29/2024,14207,easy,1908,2437,11/7/2023
2697,Mia,Perez,1/12/2023,13283,hard,2176,2494,6/14/2024
2698,Ella,Smith,2/20/2024,3190,medium,2129,2918,9/21/2025
2699,Joshua,Smith,7/18/2024,11722,none,2769,2968,8/16/2024
2700,Ava,Mitchell,3/27/2023,13429,none,1934,2530,9/1/2024
2701,Charles,Thomas,5/19/2025,4013,easy,2790,2301,1/12/2023
2702,Zachary,Smith,5/18/2024,2513,hard,2192,2284,5/3/2023
2703,Chloe,Smith,10/9/2023,9113,easy,2601,2286,5/17/2023
2704,Lily,Smith,8/28/2025,3858,hard,2138,2763,4/15/2024
2705,Eli,Robinson,1/16/2023,3550,hard,2647,2681,8/13/2025
2706,Mia,Hall,8/13/2024,4288,none,2052,2357,1/19/2023
2707,Ella,Martin,7/13/2023,5989,easy,2902,2753,9/23/2025
2708,Ryan,Nelson,7/20/2025,10203,none,2887,2217,8/25/2025
2709,Lily,Martin,3/30/2024,2907,medium,2162,2439,6/26/2025
2710,Luke,Clark,7/17/2023,13326,hard,2682,2787,8/30/2024
2711,Joshua,Carter,4/15/2025,9528,hard,2393,2531,1/4/2023
2712,Charles,Johnson,4/1/2025,9786,none,1971,2392,11/25/2025
2713,Ryan,Clark,1/10/2025,13228,hard,2881,2716,10/6/2024
2714,Theodore,Clark,6/20/2025,5658,easy,2580,2664,3/18/2023
2715,Michael,Hernandez,1/1/2024,8536,medium,2034,2603,1/18/2025
2716,Zachary,Wilson,5/29/2023,13197,hard,2720,2753,6/13/2023
2717,Finn,Young,8/2/2023,8506,easy,2790,2868,4/23/2023
2718,Eli,Davis,9/20/2024,4660,none,1890,2722,1/27/2024
2719,Ella,Smith,6/5/2025,8073,medium,2817,2569,9/6/2024
2720,Isabella,Smith,5/1/2023,4476,hard,2543,2590,1/25/2023
2721,Olivia,Robinson,8/6/2025,8701,medium,2610,2593,11/4/2023
2722,Eli,Allen,12/7/2025,2292,medium,2553,2783,1/5/2024
2723,Ava,Lee,7/5/2024,3990,hard,1808,2682,1/21/2024
2724,Thomas,Brown,5/2/2023,8289,hard,2883,2982,5/26/2023
2725,Ava,Lee,8/3/2025,8116,hard,1909,2787,6/3/2024
2726,Joshua,Evans,6/6/2025,4650,medium,2873,2551,8/10/2025
2727,Zachary,Hall,9/9/2025,10640,hard,2738,2846,12/27/2024
2728,Dylan,Johnson,1/25/2025,7548,hard,2676,2841,2/18/2025
2729,Chloe,Lee,4/6/2024,3407,hard,1964,2878,5/23/2025
2730,Emily,Scott,7/16/2025,4153,none,2228,2499,12/1/2025
2731,Harrison,Perez,4/8/2024,13314,medium,2230,2317,5/14/2025
2732,Ava,Moore,11/22/2023,12152,none,2147,2751,6/15/2025
2733,Michael,Perez,11/6/2024,2266,none,1858,2232,2/3/2023
2734,Dylan,Walker,12/16/2024,7400,hard,2450,2979,11/6/2024
2735,Eli,Thomas,9/28/2023,4118,easy,2208,2669,5/31/2024
2736,Adam,Perez,3/6/2023,6463,easy,2486,2327,5/23/2025
2737,Harrison,Scott,6/13/2023,4880,hard,2512,2770,3/18/2024
2738,Zachary,Smith,2/4/2024,3987,easy,2909,2595,1/17/2024
2739,Charles,Moore,2/23/2023,11248,hard,2768,2656,1/1/2023
2740,Ava,Scott,9/7/2024,2225,hard,2820,2817,11/9/2025
2741,Eli,Young,5/14/2023,8049,hard,2726,2386,3/6/2023
2742,Luke,Johnson,5/21/2024,10907,medium,1920,2905,9/22/2023
2743,Isabella,Davis,5/27/2025,5889,easy,2179,2294,6/30/2025
2744,Harrison,Brown,11/22/2024,8311,hard,1810,2542,1/30/2023
2745,Mia,Taylor,6/23/2025,3977,medium,2884,2598,12/24/2023
2746,Sophia,Hernandez,9/7/2024,6164,none,2814,2860,2/10/2023
2747,Grace,Moore,8/31/2024,4232,none,2685,2979,4/13/2023
2748,Amelia,Wilson,5/7/2023,9223,easy,2264,2585,5/5/2024
2749,Grace,Thomas,7/20/2024,4039,medium,2297,2529,11/11/2023
2750,Charles,Moore,7/28/2023,9622,easy,2870,2679,9/6/2025
2751,Emma,Smith,8/29/2023,13124,none,2840,2599,11/14/2025
2752,Thomas,Carter,12/28/2024,6237,easy,2990,2301,10/8/2023
2753,Emma,Johnson,8/8/2023,14282,none,2767,2217,9/22/2023
2754,Charlotte,Lewis,9/12/2024,14136,easy,2715,2672,8/10/2025
2755,Ella,Brown,1/7/2024,2192,easy,2160,2384,10/15/2025
2756,Ryan,Adams,7/16/2024,8274,none,2817,2648,12/9/2023
2757,Adam,Allen,3/23/2024,2170,medium,2206,2395,7/1/2025
2758,Luke,Lee,2/27/2024,6517,medium,2379,2620,4/23/2023
2759,Michael,Hall,8/23/2025,2946,hard,2891,2561,5/6/2024
2760,Adam,Walker,10/15/2023,13928,hard,2676,2983,1/24/2025
2761,Grace,Smith,12/17/2025,5084,hard,2939,2973,9/12/2024
2762,Emily,Thomas,10/17/2024,9577,none,2749,2614,1/18/2025
2763,Chloe,Wright,1/18/2023,6085,medium,2474,2770,4/26/2023
2764,Chloe,Moore,12/20/2024,2774,easy,2714,2435,4/9/2023
2765,Adam,Hernandez,8/13/2025,7877,hard,2755,2914,2/6/2024
2766,Eli,King,7/29/2023,10003,hard,2185,2205,2/19/2024
2767,Amelia,Wright,9/1/2025,8212,medium,2373,2963,11/30/2025
2768,Sophia,Clark,2/13/2024,3960,none,1990,2836,6/6/2025
2769,Dylan,Allen,8/15/2025,7820,hard,2540,2700,1/2/2025
2770,Finn,Adams,11/30/2025,13551,medium,2145,2632,1/4/2025
2771,Joshua,Clark,4/4/2024,2934,medium,2599,2817,8/13/2023
2772,Amelia,Davis,5/17/2025,4313,easy,2907,2743,12/16/2025
2773,Olivia,Moore,5/14/2024,4218,hard,2718,2485,8/15/2023
2774,Eli,Robinson,1/14/2024,7044,medium,2275,2321,4/17/2023
2775,Adam,Moore,3/10/2023,3335,hard,2352,2539,5/24/2023
2776,Emma,King,5/13/2025,4190,medium,2307,2600,7/5/2025
2777,Isabella,Nelson,7/20/2024,12233,none,2279,2221,1/22/2024
2778,Sophia,Thomas,4/19/2023,12262,hard,1882,2818,6/2/2024
2779,Chloe,Baker,10/24/2024,7768,none,1881,2495,6/16/2024
2780,Ella,Scott,7/9/2024,7163,hard,2578,2259,7/19/2023
2781,Grace,Wilson,7/10/2023,8748,hard,2774,2965,1/20/2024
2782,Charles,Smith,7/17/2023,12437,none,2489,2755,3/16/2024
2783,Charles,Walker,10/25/2025,4231,easy,2272,2571,12/30/2023
2784,Amelia,Mitchell,6/10/2023,2799,easy,2177,2481,5/15/2025
2785,Olivia,Carter,8/15/2024,8930,medium,2124,2813,9/28/2023
2786,Ella,Hill,6/12/2024,14876,none,2202,2714,3/26/2024
2787,Ava,Carter,7/17/2025,4309,medium,1953,2607,5/7/2024
2788,Isabella,Martin,3/19/2025,10591,none,2055,2241,12/12/2025
2789,Olivia,Scott,7/15/2024,13457,easy,1904,2920,1/15/2025
2790,Thomas,Evans,11/12/2024,14435,hard,2395,2527,7/3/2023
2791,Eli,Lee,5/4/2025,5013,medium,2096,2555,2/12/2025
2792,Olivia,Adams,10/15/2025,10358,none,2874,2713,6/27/2024
2793,Finn,Hill,8/16/2024,13986,none,2812,2289,10/22/2025
2794,Amelia,Wilson,3/3/2025,7868,hard,2797,2425,6/19/2024
2795,Luke,Thomas,12/2/2024,2834,medium,2543,2486,10/18/2025
2796,Dylan,Scott,4/17/2025,4849,medium,2119,2476,6/20/2025
2797,Chloe,Baker,4/12/2024,8708,medium,2789,2325,6/12/2025
2798,Finn,Robinson,8/2/2023,3207,medium,2027,2857,10/30/2023
2799,Sophia,Clark,9/9/2024,6655,hard,2232,2559,2/19/2024
2800,Zachary,Lee,5/23/2024,9479,medium,2687,2557,5/8/2023
2801,Zachary,Clark,4/4/2023,4437,easy,2717,2403,12/10/2025
2802,Thomas,Wright,7/18/2024,8027,none,1805,2628,4/1/2023
2803,Emily,Mitchell,2/4/2025,3778,none,2955,2360,1/22/2025
2804,Emma,Mitchell,8/19/2023,10523,easy,2196,2279,11/3/2023
2805,Ella,Brown,1/10/2024,7752,none,2931,2264,2/7/2024
2806,Mia,Martin,1/15/2023,3254,none,2745,2343,3/31/2025
2807,Lily,Allen,12/19/2025,5492,hard,2970,2476,11/24/2024
2808,Amelia,Wright,10/7/2025,6448,medium,2423,2374,2/3/2023
2809,Grace,Wright,2/12/2025,4386,easy,2400,2784,6/19/2023
2810,Zachary,Adams,12/10/2024,2288,easy,2035,2373,5/3/2024
2811,Eli,Clark,11/12/2025,2703,hard,2056,2701,10/10/2024
2812,Dylan,Johnson,2/18/2023,4667,hard,2652,2850,10/10/2024
2813,Grace,Robinson,6/18/2023,12645,easy,2568,2594,9/25/2024
2814,Michael,Nelson,5/14/2025,3718,none,2988,2958,6/6/2024
2815,Andrew,King,6/4/2024,4390,easy,1825,2995,5/13/2025
2816,Charles,Young,12/17/2023,12193,none,2861,2411,6/16/2023
2817,Harrison,Nelson,9/22/2025,9686,easy,2999,2524,8/13/2024
2818,Adam,Adams,1/5/2023,2918,easy,1923,2566,4/15/2024
2819,Thomas,Smith,9/9/2024,2334,hard,1965,2675,10/30/2025
2820,Michael,Wilson,9/26/2024,7255,none,2265,2746,2/3/2024
2821,Harrison,Brown,9/4/2023,4902,none,1874,2347,9/30/2024
2822,Thomas,Mitchell,6/27/2025,7897,none,2010,2437,10/4/2024
2823,Thomas,Moore,6/24/2023,2498,easy,1917,2911,6/11/2025
2824,Harrison,Walker,7/20/2024,7538,easy,2798,2538,1/20/2023
2825,Isabella,Perez,7/3/2023,12028,easy,2963,2648,12/20/2023
2826,Mia,King,9/8/2024,7127,medium,1879,2422,3/3/2023
2827,Ryan,King,9/9/2025,4999,none,2866,2405,6/18/2024
2828,Isabella,Hill,6/4/2024,8936,hard,2702,2402,4/11/2024
2829,Olivia,Martin,3/5/2024,8716,easy,2314,2242,4/29/2025
2830,Emma,Hernandez,2/8/2023,7488,none,2164,2472,2/12/2025
2831,Emma,Hernandez,9/11/2025,9403,hard,2776,2771,1/19/2023
2832,Zachary,Brown,8/31/2023,6035,easy,1862,2590,9/4/2023
2833,Joshua,Baker,10/12/2025,9908,hard,2707,2936,4/12/2024
2834,Ava,Nelson,3/10/2024,3257,hard,2926,2782,7/30/2025
2835,Amelia,Lewis,8/23/2024,4281,none,1933,2772,5/21/2023
2836,Luke,Taylor,3/15/2025,6601,easy,2057,2646,3/7/2023
2837,Zachary,Hall,11/14/2025,2234,easy,2073,2448,2/5/2023
2838,Luke,Perez,9/12/2025,13401,medium,2993,2269,12/15/2024
2839,Ella,Lee,10/27/2023,11777,none,2895,2700,12/3/2023
