user_id,first_name,last_name, date,time_in_app_minutes ,screens_viwed,features_used
2190,Mia,Thomas,2/28/2023,45,30,3
2191,Michael,Smith,11/22/2023,95,42,2
2192,Andrew,Scott,11/5/2024,103,41,6
2193,Lily,Adams,12/16/2024,81,47,2
2194,Olivia,Perez,7/9/2024,82,35,2
2195,Emily,Brown,8/2/2024,56,32,3
2196,Ryan,Clark,9/3/2024,5,14,6
2197,Luke,Baker,5/11/2024,70,23,5
2198,Michael,Hill,3/19/2024,55,27,4
2199,Owen,Wright,3/2/2023,45,9,2
2200,Thomas,Walker,5/6/2024,62,28,4
2201,Theodore,Wright,11/13/2023,105,7,5
2202,Ella,Young,10/1/2024,99,43,6
2203,Andrew,Adams,9/13/2023,10,40,4
2204,Mia,Wright,10/3/2023,24,17,5
2205,Olivia,Perez,10/22/2024,6,33,5
2206,Luke,Clark,12/8/2023,10,22,1
2207,Amelia,Baker,10/7/2023,24,40,2
2208,Olivia,Brown,4/13/2024,54,10,4
2209,Lily,Adams,3/7/2023,120,25,1
2210,Theodore,Lewis,8/14/2023,40,45,6
2211,Emily,Taylor,11/24/2023,68,43,6
2212,Michael,Adams,12/6/2023,33,34,2
2213,Isabella,Smith,11/20/2023,18,24,4
2214,Zoe,Baker,4/15/2024,110,21,5
2215,Olivia,Taylor,3/6/2023,46,5,4
2216,Ryan,Scott,3/1/2024,116,31,1
2217,Harrison,Young,10/22/2024,82,46,3
2218,Harrison,Taylor,10/17/2024,70,23,5
2219,Zoe,Perez,12/26/2024,45,41,4
2220,Luke,Allen,2/12/2023,47,8,6
2221,Grace,Scott,12/19/2023,63,21,2
2222,Dylan,Brown,2/16/2023,96,4,1
2223,Luke,Hill,11/10/2023,39,23,6
2224,Grace,Lewis,7/31/2023,52,4,5
2225,Mia,Davis,9/27/2023,120,11,4
2226,Adam,Baker,12/15/2023,102,36,2
2227,Finn,Robinson,1/3/2023,57,37,3
2228,Isabella,Hernandez,7/24/2024,95,29,2
2229,Dylan,Clark,6/5/2023,40,31,1
2230,Ryan,Davis,9/21/2023,61,45,3
2231,Eli,Young,9/12/2024,95,17,2
2232,Emma,Mitchell,8/23/2023,91,15,2
2233,Isabella,Smith,7/20/2023,70,7,1
2234,Emma,Lee,7/21/2024,75,28,4
2235,Theodore,King,11/29/2023,43,1,4
2236,Ryan,Thomas,2/23/2024,77,43,1
2237,Michael,Brown,4/29/2024,48,44,1
2238,Amelia,Allen,12/18/2023,24,33,3
2239,Eli,Evans,10/26/2023,79,37,3
2240,Finn,Carter,6/9/2024,41,47,6
2241,Mia,Allen,7/10/2024,88,3,2
2242,Andrew,Thomas,5/15/2024,60,20,6
2243,Joshua,Perez,9/11/2023,0,15,5
2244,Theodore,Adams,12/29/2023,95,31,1
2245,Harrison,Hernandez,7/1/2023,49,47,2
2246,Dylan,Brown,11/30/2024,43,25,3
2247,Charlotte,Wilson,6/23/2023,38,40,1
2248,Emily,Carter,9/11/2024,29,33,2
2249,Theodore,Lewis,8/19/2024,14,46,4
2250,Michael,Brown,8/6/2023,119,2,2
2251,Harrison,Hall,11/16/2024,53,38,2
2252,Zachary,Mitchell,12/13/2023,104,6,4
2253,Finn,Brown,9/1/2024,83,4,5
2254,Finn,Adams,11/4/2024,86,42,3
2255,Charles,Scott,4/16/2024,103,28,1
2256,Thomas,Davis,7/16/2024,72,5,3
2257,Sophia,King,5/2/2024,37,8,2
2258,Adam,Moore,12/20/2023,38,26,2
2259,Ryan,Davis,11/27/2023,90,1,4
2260,Charles,Walker,12/1/2024,35,26,3
2261,Michael,Brown,9/26/2023,29,26,2
2262,Zachary,Nelson,6/1/2023,23,29,5
2263,Olivia,Adams,7/10/2024,74,38,1
2264,Sophia,Nelson,8/3/2024,63,20,1
2265,Emily,Brown,6/7/2024,33,11,1
2266,Mia,Smith,11/5/2024,11,40,1
2267,Joshua,Johnson,5/4/2024,74,28,6
2268,Joshua,Martin,8/26/2024,30,47,6
2269,Sophia,Baker,9/24/2023,107,1,6
2270,Luke,Smith,3/23/2023,13,8,2
2271,Charles,Thomas,8/5/2024,105,15,2
2272,Emily,Hernandez,3/3/2023,7,27,2
2273,Isabella,Wright,12/15/2024,59,20,1
2274,Zachary,Lee,8/6/2024,43,28,1
2275,Emily,Johnson,6/7/2023,100,26,4
2276,Thomas,Wright,12/24/2024,70,33,6
2277,Grace,Adams,8/22/2024,94,40,1
2278,Theodore,Davis,4/21/2024,120,6,5
2279,Mia,Davis,8/23/2023,63,41,5
2280,Dylan,Davis,12/13/2023,115,50,2
2281,Emily,Thomas,5/4/2023,52,2,5
2282,Finn,Perez,4/9/2024,49,26,6
2283,Zachary,Adams,12/7/2023,35,22,1
2284,Sophia,Martin,1/21/2024,11,23,2
2285,Chloe,Hernandez,9/9/2023,80,17,4
2286,Ella,Allen,10/24/2023,103,35,4
2287,Luke,Clark,4/14/2023,18,29,1
2288,Adam,Scott,10/25/2024,20,1,1
2289,Lily,Perez,10/3/2024,63,50,5
2290,Ryan,Robinson,12/9/2024,52,11,1
2291,Amelia,Thomas,9/27/2023,51,5,1
2292,Emily,Scott,8/23/2023,114,44,1
2293,Joshua,Smith,1/31/2024,68,5,4
2294,Lily,Thomas,6/29/2023,89,26,5
2295,Andrew,Evans,4/27/2024,97,20,1
2296,Owen,Scott,3/22/2023,69,14,6
2297,Joshua,Mitchell,1/10/2024,100,14,3
2298,Isabella,Smith,8/15/2024,100,1,3
2299,Sophia,Scott,4/2/2024,11,27,6
2300,Emma,Hernandez,12/28/2023,118,3,4
2301,Zoe,Hernandez,12/23/2024,100,4,2
2302,Mia,Young,2/29/2024,100,46,1
2303,Mia,Hernandez,8/26/2024,48,16,2
2304,Sophia,Mitchell,10/19/2023,24,38,6
2305,Amelia,Robinson,11/1/2024,119,2,1
2306,Finn,Wilson,3/18/2023,91,34,3
2307,Theodore,Wilson,12/23/2024,49,3,3
2308,Charlotte,Hill,4/26/2023,9,18,1
2309,Andrew,Davis,8/16/2023,92,23,2
2310,Amelia,Robinson,10/27/2024,75,12,2
2311,Harrison,Perez,1/22/2023,72,32,5
2312,Ava,Taylor,8/17/2024,104,6,1
2313,Harrison,Hall,9/26/2024,38,24,3
2314,Owen,Hall,4/22/2024,28,4,3
2315,Isabella,Smith,5/2/2024,3,32,5
2316,Eli,Taylor,6/14/2023,9,46,1
2317,Charlotte,Allen,5/12/2023,12,11,2
2318,Chloe,Moore,7/30/2024,90,28,1
2319,Adam,Brown,2/20/2024,53,49,2
2320,Ella,Wright,10/15/2024,23,36,2
2321,Lily,Smith,9/13/2024,119,12,5
2322,Michael,Carter,6/2/2023,0,26,5
2323,Ella,Lewis,2/22/2023,93,7,6
2324,Harrison,Evans,9/11/2023,92,35,2
2325,Andrew,Martin,8/7/2023,32,15,6
2326,Chloe,Perez,1/17/2024,54,34,6
2327,Adam,Lewis,2/5/2024,33,44,1
2328,Ava,Lewis,8/13/2024,42,29,1
2329,Owen,Scott,8/10/2024,82,16,2
2330,Sophia,Clark,5/7/2024,85,3,6
2331,Finn,Walker,10/7/2023,87,6,1
2332,Olivia,Nelson,5/25/2023,105,49,1
2333,Joshua,Taylor,4/12/2024,10,19,5
2334,Owen,Lewis,5/21/2023,0,49,1
2335,Mia,Adams,8/17/2023,78,49,5
2336,Emma,Lewis,5/20/2024,108,15,5
2337,Grace,Nelson,7/5/2024,28,33,2
2338,Finn,Nelson,4/16/2024,39,33,2
2339,Harrison,Hall,5/25/2024,23,21,1
2340,Amelia,Walker,4/27/2024,35,6,3
2341,Owen,Wright,1/13/2024,31,39,3
2342,Dylan,Baker,8/23/2024,51,29,2
2343,Eli,Davis,7/31/2024,16,29,1
2344,Adam,Lee,9/26/2023,75,6,5
2345,Charlotte,Scott,1/15/2024,9,50,5
2346,Michael,Hill,6/18/2024,108,45,5
2347,Mia,Wright,6/16/2024,4,29,1
2348,Harrison,Johnson,4/29/2024,101,11,1
2349,Thomas,Davis,7/18/2023,7,3,3
2350,Theodore,Baker,7/24/2024,25,26,5
2351,Zachary,Adams,9/15/2023,56,28,4
2352,Isabella,Wilson,8/12/2024,48,28,6
2353,Amelia,Hill,10/19/2024,64,26,4
2354,Finn,Taylor,10/1/2023,93,49,3
2355,Charlotte,Mitchell,7/30/2023,44,29,2
2356,Eli,Lee,5/23/2024,15,38,3
2357,Amelia,Mitchell,4/18/2024,95,41,4
2358,Theodore,Robinson,7/4/2024,14,40,6
2359,Finn,Taylor,2/13/2023,39,35,6
2360,Adam,Wright,1/13/2023,20,14,5
2361,Zachary,Robinson,2/4/2023,26,13,3
2362,Joshua,Martin,3/21/2023,18,44,5
2363,Eli,Smith,2/17/2023,78,4,4
2364,Ryan,King,7/22/2023,85,23,1
2365,Grace,Scott,4/3/2023,6,14,3
2366,Adam,Lee,9/15/2024,13,12,4
2367,Lily,Young,10/18/2023,64,33,6
2368,Charles,Martin,6/8/2023,101,6,6
2369,Emily,Moore,10/27/2024,22,44,3
2370,Dylan,Adams,12/29/2023,73,49,3
2371,Emily,Evans,11/3/2023,63,26,3
2372,Joshua,Wright,10/5/2024,33,10,1
2373,Finn,Hernandez,7/30/2024,113,31,3
2374,Ava,Lee,6/12/2024,115,40,6
2375,Ella,Carter,10/4/2024,91,31,1
2376,Emma,Robinson,12/3/2023,70,22,6
2377,Michael,Carter,12/15/2024,69,21,6
2378,Ava,Smith,4/22/2023,87,37,1
2379,Joshua,King,5/20/2023,17,3,2
2380,Grace,Hill,3/20/2023,76,20,5
2381,Owen,Perez,1/16/2024,74,37,5
2382,Olivia,Davis,5/16/2024,27,31,3
2383,Charlotte,Martin,3/23/2023,99,8,2
2384,Michael,Wilson,3/16/2023,93,15,6
2385,Adam,Young,5/11/2024,89,39,2
2386,Ava,King,3/21/2024,16,47,5
2387,Charlotte,Lee,6/26/2024,75,13,3
2388,Thomas,Smith,3/16/2023,108,6,5
2389,Isabella,Adams,2/22/2024,111,14,5
2390,Finn,Martin,8/6/2023,79,7,6
2391,Zoe,Thomas,5/24/2023,26,30,2
2392,Michael,Wright,6/27/2024,81,1,6
2393,Ella,Perez,5/27/2023,39,47,6
2394,Isabella,Perez,11/28/2024,85,33,5
2395,Michael,Johnson,7/3/2024,120,35,4
2396,Michael,Baker,1/4/2024,105,10,1
2397,Sophia,Young,8/11/2024,115,6,3
2398,Lily,Smith,9/25/2024,108,38,4
2399,Sophia,Scott,3/9/2024,55,15,2
2400,Ryan,Martin,2/18/2024,68,5,4
2401,Dylan,Johnson,2/10/2024,80,45,5
2402,Dylan,Scott,11/25/2023,45,11,1
2403,Lily,Allen,12/13/2023,96,18,2
2404,Charles,Taylor,11/17/2023,89,50,3
2405,Zoe,King,5/17/2023,93,25,6
2406,Ella,Hernandez,8/9/2024,49,1,6
2407,Grace,Carter,7/20/2024,45,25,6
2408,Lily,Johnson,5/5/2023,106,39,2
2409,Luke,Brown,4/30/2023,50,6,2
2410,Ryan,Lee,3/11/2024,16,24,1
2411,Owen,Hernandez,11/29/2023,7,4,6
2412,Theodore,Young,8/27/2023,58,19,1
2413,Adam,Robinson,7/16/2023,89,14,6
2414,Charles,Adams,8/19/2024,120,26,5
2415,Luke,Lewis,8/27/2023,62,22,4
2416,Ella,Brown,9/15/2023,62,20,3
2417,Owen,Walker,8/12/2023,54,39,3
2418,Mia,Brown,9/11/2023,19,13,1
2419,Grace,Brown,12/8/2024,59,28,2
2420,Zachary,King,1/13/2024,80,6,3
2421,Charles,Smith,8/8/2024,1,29,5
2422,Chloe,Evans,10/6/2023,112,32,4
2423,Michael,Smith,8/19/2023,13,16,1
2424,Emily,Wright,11/12/2023,69,30,5
2425,Lily,Evans,4/27/2023,30,15,3
2426,Zoe,Wilson,11/8/2023,95,46,4
2427,Luke,Evans,3/27/2024,118,40,6
2428,Thomas,Hill,1/30/2023,54,4,3
2429,Ella,King,5/14/2024,35,16,2
2430,Zachary,Baker,12/9/2024,8,4,3
2431,Michael,Smith,2/27/2023,59,44,3
2432,Amelia,Young,1/30/2023,117,46,5
2433,Sophia,Scott,9/8/2023,61,35,2
2434,Emily,Davis,12/6/2024,29,21,6
2435,Lily,Clark,10/4/2024,94,45,3
2436,Zachary,Brown,12/7/2024,4,30,6
2437,Emma,Davis,9/30/2024,103,28,4
2438,Isabella,Evans,11/20/2024,18,30,4
2439,Olivia,Scott,7/12/2024,83,45,2
2440,Eli,Thomas,1/4/2024,92,14,2
2441,Ryan,Davis,3/29/2023,62,2,6
2442,Zoe,Taylor,10/22/2024,10,49,4
2443,Lily,Scott,2/12/2024,6,20,4
2444,Emily,Allen,5/8/2023,106,42,6
2445,Luke,King,1/11/2023,51,31,6
2446,Zoe,Wright,4/21/2023,25,28,5
2447,Theodore,Young,7/9/2023,95,4,2
2448,Grace,Wilson,6/23/2023,19,26,5
2449,Owen,Baker,6/12/2024,70,40,4
2450,Sophia,King,9/26/2024,89,33,2
2451,Emma,Walker,10/15/2023,55,1,6
2452,Sophia,Adams,1/6/2024,38,26,5
2453,Dylan,Robinson,9/14/2024,50,23,6
2454,Adam,Smith,2/23/2024,114,13,3
2455,Lily,Moore,9/12/2023,24,23,3
2456,Andrew,Brown,7/8/2024,69,43,6
2457,Luke,Hernandez,11/19/2023,83,49,5
2458,Thomas,Johnson,12/25/2023,91,11,6
2459,Emma,King,8/15/2023,14,5,1
2460,Michael,Smith,4/13/2024,72,31,3
2461,Grace,Brown,6/27/2024,76,40,1
2462,Emily,Allen,3/21/2024,29,47,2
2463,Lily,Moore,6/24/2023,100,3,3
2464,Zachary,Davis,7/8/2023,9,7,3
2465,Michael,Martin,11/1/2023,115,14,6
2466,Luke,King,9/20/2023,63,3,2
2467,Mia,Wright,2/7/2023,28,7,1
2468,Zoe,Hall,4/4/2023,39,24,1
2469,Olivia,Moore,7/25/2024,55,42,5
2470,Ava,Lee,8/28/2024,50,1,3
2471,Harrison,Evans,8/5/2024,115,8,1
2472,Michael,Lee,8/27/2024,23,48,2
2473,Ava,Johnson,8/24/2023,83,35,1
2474,Luke,Nelson,2/28/2023,77,17,6
2475,Sophia,Scott,5/7/2023,99,27,2
2476,Chloe,Adams,11/6/2023,96,16,4
2477,Theodore,Thomas,10/1/2023,4,30,2
2478,Owen,Thomas,6/30/2023,85,4,4
2479,Thomas,Hill,3/29/2023,25,3,1
2480,Luke,Carter,7/26/2024,118,11,4
2481,Luke,Martin,9/5/2023,14,25,5
2482,Owen,King,4/8/2023,12,6,2
2483,Olivia,Wilson,4/23/2024,91,2,5
2484,Lily,Robinson,10/19/2024,103,43,6
2485,Isabella,Wright,8/6/2023,17,18,4
2486,Luke,Johnson,1/4/2024,24,29,2
2487,Zoe,Moore,8/2/2023,8,35,6
2488,Joshua,Scott,5/21/2024,72,34,6
2489,Emma,Mitchell,3/29/2023,13,2,6
2490,Zachary,Taylor,12/31/2023,18,36,2
2491,Mia,Davis,3/10/2024,104,38,6
2492,Zachary,Clark,3/29/2023,18,34,3
2493,Adam,Adams,2/2/2024,69,34,1
2494,Theodore,Scott,12/28/2023,17,7,3
2495,Mia,Brown,12/7/2023,60,15,2
2496,Emma,Allen,1/17/2023,5,32,4
2497,Finn,King,4/25/2024,38,13,2
2498,Dylan,Smith,6/26/2023,38,3,5
2499,Michael,Robinson,7/1/2024,89,34,2
2500,Grace,Martin,10/9/2024,115,33,4
2501,Dylan,Robinson,1/7/2024,39,36,2
2502,Andrew,Baker,7/27/2023,43,8,6
2503,Emma,Robinson,3/15/2024,0,45,5
2504,Michael,Wright,1/25/2024,81,22,1
2505,Eli,Smith,6/22/2023,85,32,2
2506,Charlotte,Robinson,1/31/2024,116,6,3
2507,Zoe,Hernandez,10/6/2024,86,2,3
2508,Owen,Davis,9/13/2024,111,26,4
2509,Owen,Scott,8/13/2023,117,16,6
2510,Isabella,Lewis,10/21/2023,25,47,6
2511,Harrison,Walker,12/25/2023,1,15,3
2512,Lily,Baker,9/11/2024,72,3,4
2513,Emma,Perez,10/3/2024,53,6,4
2514,Grace,King,9/1/2024,67,31,6
2515,Amelia,Martin,5/17/2023,105,49,2
2516,Thomas,Brown,5/9/2024,53,7,1
2517,Zachary,Carter,8/2/2023,100,28,1
2518,Lily,Hernandez,9/10/2024,37,34,4
2519,Isabella,Robinson,11/16/2024,42,9,6
2520,Finn,Robinson,7/30/2024,27,19,5
2521,Finn,Taylor,1/6/2023,46,46,4
2522,Luke,Moore,2/18/2023,35,17,3
2523,Chloe,Lee,6/29/2023,37,12,6
2524,Grace,Brown,2/4/2023,62,21,4
2525,Mia,Allen,2/9/2023,120,7,1
2526,Harrison,Wright,9/26/2023,3,41,4
2527,Adam,Moore,5/25/2023,36,1,4
2528,Finn,Allen,11/13/2023,56,6,2
2529,Owen,Lewis,5/11/2023,106,34,2
2530,Joshua,Nelson,6/11/2023,103,6,1
2531,Zoe,Hill,7/25/2023,105,9,1
2532,Sophia,Hernandez,1/21/2023,24,43,3
2533,Zoe,Johnson,12/6/2023,32,34,1
2534,Emily,Thomas,10/4/2024,35,41,2
2535,Finn,Walker,1/20/2023,60,10,2
2536,Amelia,Hill,12/16/2024,38,41,2
2537,Olivia,Moore,4/5/2023,58,5,4
2538,Amelia,Moore,4/6/2024,54,6,4
2539,Mia,Nelson,5/11/2024,14,42,4
2540,Luke,Scott,2/19/2024,16,44,4
2541,Ryan,Smith,2/21/2024,58,31,5
2542,Eli,Lewis,2/19/2023,50,18,5
2543,Joshua,Davis,12/22/2024,75,31,1
2544,Charlotte,Thomas,9/23/2024,113,36,5
2545,Chloe,Hill,1/19/2024,93,1,3
2546,Andrew,Lee,6/12/2024,50,49,2
2547,Emma,Walker,1/25/2023,33,16,3
2548,Andrew,Hill,3/31/2023,83,35,1
2549,Ava,Lee,9/21/2023,108,22,4
2550,Emily,Brown,1/24/2024,109,11,1
2551,Ryan,Young,9/15/2024,74,13,5
2552,Emily,Nelson,6/30/2024,54,7,4
2553,Theodore,Walker,3/9/2023,70,40,4
2554,Eli,Hill,5/26/2023,120,49,3
2555,Amelia,Lee,5/7/2023,35,22,6
2556,Ella,Brown,6/7/2024,91,29,6
2557,Adam,Adams,7/1/2024,70,32,6
2558,Joshua,King,2/5/2023,45,36,2
2559,Grace,Johnson,6/4/2023,2,5,4
2560,Adam,Clark,7/6/2023,105,8,2
2561,Isabella,Smith,2/18/2023,7,5,2
2562,Mia,Clark,9/1/2024,11,17,1
2563,Ava,Evans,11/24/2024,57,18,1
2564,Amelia,Adams,11/12/2024,20,6,2
2565,Chloe,Evans,8/2/2023,114,11,2
2566,Zoe,Hall,7/22/2024,22,19,5
2567,Ava,Smith,4/26/2024,54,44,1
2568,Mia,Scott,4/23/2024,22,42,5
2569,Zachary,Baker,4/8/2023,63,38,2
2570,Zachary,Davis,9/27/2023,15,12,1
2571,Harrison,Moore,6/27/2024,17,3,2
2572,Adam,Evans,3/14/2024,31,24,6
2573,Charlotte,Johnson,11/20/2023,103,44,6
2574,Isabella,Lee,1/3/2024,41,42,4
2575,Sophia,Scott,5/17/2023,62,32,2
2576,Charlotte,Nelson,8/30/2024,40,29,2
2577,Olivia,Davis,7/22/2023,5,14,1
2578,Andrew,Clark,5/8/2023,32,11,6
2579,Lily,Wright,11/12/2024,45,16,6
2580,Isabella,Hall,6/6/2023,25,23,2
2581,Isabella,Hill,11/2/2023,1,9,4
2582,Emma,Walker,6/15/2023,89,40,4
2583,Isabella,Moore,3/20/2024,61,16,3
2584,Charlotte,Martin,6/1/2023,67,47,3
2585,Eli,Walker,6/12/2023,9,49,4
2586,Emma,Thomas,5/11/2024,82,1,3
2587,Joshua,Young,8/22/2024,82,46,1
2588,Ava,Baker,9/14/2023,114,43,1
2589,Andrew,Lee,11/27/2024,65,13,4
2590,Sophia,Davis,6/8/2024,103,2,4
2591,Charles,Johnson,5/5/2023,102,32,6
2592,Ella,Perez,1/20/2024,58,8,5
2593,Ella,Baker,10/12/2023,94,43,3
2594,Luke,Walker,6/29/2024,74,47,4
2595,Olivia,Walker,7/8/2024,39,7,5
2596,Emma,Wilson,3/8/2024,113,27,6
2597,Olivia,Martin,1/2/2024,112,6,4
2598,Grace,Robinson,9/1/2024,52,41,2
2599,Chloe,Clark,5/11/2024,120,1,4
2600,Lily,Smith,3/26/2024,106,22,2
2601,Thomas,Hall,2/4/2024,82,50,5
2602,Charlotte,Hill,11/28/2023,41,26,2
2603,Charles,Hall,11/20/2023,65,44,1
2604,Dylan,Wilson,6/15/2024,8,5,5
2605,Adam,Perez,5/16/2024,87,5,4
2606,Amelia,Moore,5/23/2024,104,33,3
2607,Olivia,Robinson,7/28/2024,36,20,6
2608,Thomas,King,2/3/2024,112,23,2
2609,Adam,Perez,2/27/2024,105,34,2
2610,Thomas,Walker,1/2/2023,48,44,6
2611,Harrison,Hall,4/10/2024,92,33,3
2612,Olivia,Johnson,7/21/2023,53,10,6
2613,Grace,Clark,2/9/2023,88,26,5
2614,Emily,Clark,2/14/2023,12,31,2
2615,Olivia,Hall,7/13/2023,16,4,2
2616,Dylan,Evans,8/12/2024,50,26,2
2617,Grace,Johnson,1/29/2023,111,36,2
2618,Ella,Clark,5/21/2024,70,4,6
2619,Emily,Scott,8/7/2024,108,27,3
2620,Joshua,Moore,2/13/2024,101,33,5
2621,Amelia,Scott,11/6/2023,74,22,2
2622,Joshua,Young,12/1/2023,60,9,3
2623,Zachary,Adams,10/31/2023,14,45,4
2624,Chloe,Walker,11/10/2023,34,40,3
2625,Charlotte,Smith,11/15/2023,19,36,5
2626,Dylan,Baker,5/20/2023,76,23,5
2627,Isabella,Thomas,9/17/2023,118,1,5
2628,Zoe,Young,10/6/2024,4,13,4
2629,Sophia,Davis,10/11/2023,2,44,2
2630,Ryan,Hill,11/17/2024,104,49,2
2631,Thomas,Mitchell,12/4/2024,42,38,5
2632,Emma,Brown,4/25/2023,46,17,4
2633,Olivia,Lewis,10/20/2023,9,11,2
2634,Zachary,Evans,1/19/2024,78,32,4
2635,Theodore,Mitchell,3/15/2024,102,42,1
2636,Theodore,Lewis,2/18/2024,56,28,4
2637,Lily,Lee,7/12/2024,89,6,5
2638,Michael,Hall,1/12/2024,63,10,4
2639,Zoe,Perez,1/25/2023,2,39,5
2640,Andrew,Lee,3/14/2023,39,29,4
2641,Adam,King,5/19/2023,101,43,6
2642,Zoe,Smith,1/23/2024,71,38,4
2643,Theodore,Wright,12/26/2023,86,26,6
2644,Adam,Moore,9/25/2024,81,14,4
2645,Theodore,Hill,2/10/2023,57,47,3
2646,Zoe,Brown,3/7/2024,49,13,6
2647,Emma,Young,3/16/2023,83,44,2
2648,Owen,Walker,12/16/2023,105,39,1
2649,Emma,Adams,5/1/2023,45,10,4
2650,Owen,King,5/29/2024,43,2,3
2651,Ella,Taylor,7/21/2024,86,17,3
2652,Emily,Carter,1/31/2023,79,6,3
2653,Joshua,Moore,5/23/2023,37,42,4
2654,Amelia,Martin,1/21/2023,19,50,5
2655,Chloe,Wright,1/11/2023,29,31,4
2656,Ella,Lee,10/17/2023,28,33,3
2657,Joshua,Perez,6/7/2023,48,30,5
2658,Theodore,Baker,4/27/2024,51,50,1
2659,Andrew,Wilson,6/21/2023,102,36,1
2660,Zachary,Hernandez,3/2/2023,14,42,2
2661,Charles,Scott,5/11/2023,96,25,1
2662,Emily,Martin,4/4/2024,115,49,6
2663,Sophia,Hall,11/19/2023,19,19,5
2664,Charlotte,Nelson,6/21/2024,12,47,6
2665,Michael,Hall,7/13/2023,41,23,4
2666,Olivia,Smith,4/27/2024,118,27,2
2667,Theodore,Evans,1/8/2023,102,11,1
2668,Olivia,Perez,10/15/2024,7,15,3
2669,Theodore,Young,8/14/2023,49,9,2
2670,Chloe,Taylor,4/3/2023,78,45,6
2671,Emma,King,10/9/2023,89,23,1
2672,Michael,Allen,3/22/2024,58,41,5
2673,Amelia,Wright,8/11/2023,6,42,1
2674,Dylan,Robinson,10/26/2024,1,45,6
2675,Zachary,Hill,7/7/2023,107,45,2
2676,Charlotte,Carter,11/10/2024,44,28,1
2677,Charles,Lee,5/16/2023,85,47,2
2678,Michael,Hall,1/25/2023,13,39,3
2679,Ryan,Moore,3/16/2024,44,26,5
2680,Finn,Allen,1/4/2023,61,14,6
2681,Charles,Evans,4/6/2024,97,42,2
2682,Emma,Davis,3/10/2024,100,17,4
2683,Thomas,Thomas,3/19/2024,39,28,1
2684,Charles,Thomas,2/9/2024,33,11,6
2685,Finn,Wilson,5/5/2024,51,25,4
2686,Amelia,Robinson,10/29/2024,21,12,6
2687,Michael,Hall,2/3/2023,108,23,5
2688,Chloe,Thomas,12/21/2023,99,3,2
2689,Adam,Hall,5/31/2023,114,36,3
2690,Thomas,Carter,9/14/2024,107,41,6
2691,Ava,Lewis,5/21/2023,72,2,4
2692,Grace,Walker,4/17/2024,100,36,6
2693,Charlotte,Thomas,11/12/2023,54,19,2
2694,Luke,Hall,11/1/2024,49,47,3
2695,Joshua,Davis,5/27/2024,115,29,4
2696,Adam,Perez,4/27/2023,30,32,6
2697,Joshua,Robinson,8/13/2023,9,17,3
2698,Zoe,Carter,4/10/2023,5,13,4
2699,Ava,Baker,5/21/2023,23,37,6
2700,Isabella,Taylor,6/27/2023,98,12,5
2701,Isabella,King,8/28/2024,30,37,6
2702,Mia,Walker,4/20/2024,71,11,4
2703,Dylan,Evans,11/13/2023,45,49,6
2704,Chloe,Scott,6/14/2023,104,12,3
2705,Adam,Davis,11/11/2024,106,29,2
2706,Zachary,Hall,5/11/2024,60,38,1
2707,Emma,Taylor,5/14/2023,41,50,4
2708,Sophia,Hall,5/17/2023,84,26,5
2709,Adam,Nelson,6/9/2023,40,33,6
2710,Owen,Lewis,6/21/2024,98,9,6
2711,Mia,Davis,5/12/2024,55,1,5
2712,Luke,Davis,8/18/2024,67,2,5
2713,Eli,Taylor,2/23/2024,89,36,6
2714,Luke,Mitchell,1/27/2023,3,20,4
2715,Mia,Allen,6/19/2024,72,48,1
2716,Luke,Hernandez,3/22/2023,65,16,5
2717,Ava,Nelson,12/4/2024,93,13,5
2718,Emily,Allen,3/18/2024,42,9,6
2719,Isabella,Brown,4/23/2023,61,35,4
2720,Michael,Clark,12/18/2024,100,13,5
2721,Amelia,Moore,9/11/2023,104,42,3
2722,Amelia,Smith,9/19/2024,49,9,4
2723,Owen,Evans,1/13/2023,86,6,1
2724,Luke,Brown,6/15/2023,8,49,5
2725,Ella,Wilson,5/28/2024,96,32,5
2726,Emily,Smith,10/28/2023,100,5,3
2727,Dylan,Taylor,9/16/2024,109,4,2
2728,Andrew,Martin,12/29/2024,49,9,4
2729,Chloe,Allen,3/19/2024,71,6,1
2730,Ryan,Wright,11/9/2023,3,4,4
2731,Charles,Martin,10/29/2023,46,33,2
2732,Olivia,Hernandez,6/14/2024,14,43,4
2733,Ryan,Martin,5/15/2024,15,23,6
2734,Grace,Wright,3/2/2023,44,48,3
2735,Charles,Walker,2/19/2023,93,7,5
2736,Dylan,Brown,9/7/2023,99,41,6
2737,Andrew,King,1/7/2024,2,4,2
2738,Grace,Evans,3/11/2024,120,33,1
2739,Amelia,Thomas,9/5/2023,89,8,3
2740,Sophia,Wilson,7/25/2024,41,31,1
2741,Charlotte,Wilson,6/3/2023,53,37,4
2742,Emma,King,10/16/2024,77,46,3
2743,Ryan,Martin,4/30/2023,95,47,1
2744,Owen,King,2/4/2023,16,35,4
2745,Thomas,Martin,4/23/2023,27,19,3
2746,Isabella,Walker,4/1/2023,57,25,1
2747,Ryan,Hall,8/15/2024,80,23,1
2748,Isabella,Smith,11/21/2023,110,43,3
2749,Eli,Young,12/19/2023,22,22,3
2750,Joshua,Evans,4/8/2023,12,27,6
2751,Finn,Lee,9/1/2023,108,16,3
2752,Dylan,Evans,7/21/2023,41,35,4
2753,Charlotte,Perez,8/1/2023,63,47,6
