user_id,first_name,last_name,notification_type,opened_flag,     clik_flag
2783,Ruby,Baker,Challenge,1,0
2784,Hannah,Thomas,Tip,1,0
2785,Zoe,Carter,Reminder,0,0
2786,Olivia,Robinson,Tip,0,0
2787,Emily,Wilson,Reminder,0,0
2788,Lily-Rose,Hall,Tip,0,0
2789,Ella,Lee,Offer,1,0
2790,Julia,Carter,Offer,1,1
2791,Maya,Smith,Challenge,0,0
2792,Hannah,Davis,Tip,0,0
2793,Lily-Rose,Nelson,Reminder,0,0
2794,Alice,Baker,Reminder,0,0
2795,Leah,Evans,Tip,1,0
2796,Clara,Smith,Reminder,0,0
2797,Lily-Rose,Clark,Tip,1,0
2798,Ava,Perez,Challenge,1,0
2799,Lily-Rose,Wright,Reminder,0,0
2800,Sofia,Carter,Tip,0,0
2801,Ella,King,Challenge,1,0
2802,Leah,Walker,Reminder,0,0
2803,Alice,Scott,Challenge,0,0
2804,Eva,Lee,Challenge,0,0
2805,Mia,Hernandez,Challenge,1,0
2806,Isabella,Johnson,Tip,0,0
2807,Lily,Moore,Challenge,1,0
2808,Lily-Rose,Hall,Reminder,1,0
2809,Amelia,Smith,Offer,0,0
2810,Emma,Hernandez,Reminder,0,0
2811,Lucy,Baker,Reminder,0,0
2812,Ruby,Adams,Offer,0,0
2813,Leah,Hernandez,Tip,0,0
2814,Ava,King,Offer,0,0
2815,Aria,Scott,Challenge,0,0
2816,Leah,Lewis,Tip,0,0
2817,Ruby,Hill,Offer,0,0
2818,Julia,Nelson,Offer,0,0
2819,Isabella,Wright,Challenge,0,0
2820,Sophia,Walker,Challenge,1,0
2821,Lily-Rose,Martin,Offer,1,0
2822,Aria,Hill,Tip,0,0
2823,Lily,Martin,Reminder,1,0
2824,Lily-Rose,Robinson,Tip,0,0
2825,Ava,Lee,Offer,1,0
2826,Aria,Allen,Challenge,0,0
2827,Aurora,Hall,Tip,0,0
2828,Amelia,Adams,Challenge,0,0
2829,Ella,Baker,Tip,0,0
2830,Julia,Martin,Reminder,1,0
2831,Lucy,Hall,Reminder,1,0
2832,Aria,Moore,Reminder,1,0
2833,Grace,Taylor,Tip,1,0
2834,Ruby,Carter,Challenge,0,0
2835,Clara,Taylor,Reminder,1,0
2836,Lucy,Moore,Offer,0,0
2837,Ava,Walker,Challenge,0,0
2838,Chloe,Perez,Tip,1,0
2839,Amelia,Taylor,Reminder,0,0
2840,Eva,King,Reminder,0,0
2841,Alice,Smith,Challenge,0,0
2842,Ava,Allen,Challenge,1,0
2843,Hannah,Lee,Tip,0,0
2844,Lily,Clark,Tip,1,0
2845,Ava,Johnson,Reminder,0,0
2846,Sophia,Carter,Offer,0,0
2847,Sophia,Allen,Reminder,0,0
2848,Amelia,Hernandez,Offer,0,0
2849,Maya,Adams,Challenge,0,0
2850,Ava,Hill,Offer,1,0
2851,Lily-Rose,Mitchell,Offer,0,0
2852,Isabella,Smith,Tip,0,0
2853,Clara,Mitchell,Tip,1,0
2854,Julia,Young,Challenge,0,0
2855,Maya,Thomas,Reminder,0,0
2856,Aurora,Hall,Offer,0,0
2857,Sophia,Taylor,Reminder,0,0
2858,Leah,Moore,Offer,0,0
2859,Mia,Carter,Challenge,0,0
2860,Chloe,Lewis,Tip,0,0
2861,Olivia,Walker,Reminder,1,0
2862,Ruby,Robinson,Tip,1,0
2863,Lucy,Clark,Tip,0,0
2864,Ruby,Moore,Challenge,1,0
2865,Maya,King,Offer,0,0
2866,Sophia,Allen,Tip,0,0
2867,Freya,Perez,Tip,0,0
2868,Emily,Carter,Challenge,0,0
2869,Ava,Wilson,Offer,1,0
2870,Eva,Evans,Challenge,0,0
2871,Amelia,Robinson,Offer,0,0
2872,Clara,Lewis,Offer,0,0
2873,Hannah,Johnson,Reminder,0,0
2874,Eva,Scott,Tip,0,0
2875,Charlotte,Evans,Challenge,0,0
2876,Alice,Thomas,Reminder,0,0
2877,Sophia,Thomas,Challenge,0,0
2878,Charlotte,Young,Offer,0,0
2879,Zoe,Young,Tip,1,1
2880,Clara,Davis,Tip,0,0
2881,Maya,Thomas,Reminder,0,0
2882,Isabella,Taylor,Challenge,0,0
2883,Emily,King,Tip,0,0
2884,Ava,Moore,Tip,0,0
2885,Alice,Brown,Offer,1,0
2886,Lily-Rose,Taylor,Challenge,1,0
2887,Chloe,Smith,Tip,1,0
2888,Aurora,Scott,Tip,0,0
2889,Eva,Nelson,Tip,0,0
2890,Sophia,Walker,Challenge,0,0
2891,Chloe,Nelson,Offer,0,0
2892,Emily,Wright,Offer,0,0
2893,Sofia,Carter,Challenge,0,0
2894,Emily,Clark,Reminder,0,0
2895,Olivia,Wright,Reminder,0,0
2896,Emily,Allen,Tip,1,0
2897,Amelia,King,Tip,0,0
2898,Sofia,Thomas,Tip,0,0
2899,Emily,Baker,Tip,0,0
2900,Clara,King,Tip,0,0
2901,Mia,Walker,Reminder,0,0
2902,Zoe,Clark,Tip,0,0
2903,Eva,Martin,Offer,0,0
2904,Lily,Young,Reminder,0,0
2905,Lucy,Lee,Challenge,0,0
2906,Emily,Thomas,Challenge,1,1
2907,Zoe,Taylor,Challenge,0,0
2908,Lucy,Young,Tip,0,0
2909,Chloe,Wilson,Tip,0,0
2910,Ava,Johnson,Reminder,0,0
2911,Ava,Nelson,Tip,0,0
2912,Olivia,King,Reminder,0,0
2913,Charlotte,Perez,Challenge,0,0
2914,Amelia,Brown,Offer,1,1
2915,Maya,Lewis,Tip,0,0
2916,Lily-Rose,Wright,Tip,0,0
2917,Maya,Lewis,Reminder,1,0
2918,Charlotte,Baker,Offer,0,0
2919,Maya,Young,Reminder,0,0
2920,Maya,Davis,Reminder,0,0
2921,Olivia,Mitchell,Reminder,0,0
2922,Ava,Hill,Tip,0,0
2923,Amelia,Scott,Reminder,1,0
2924,Olivia,Thomas,Offer,0,0
2925,Olivia,Hill,Offer,0,0
2926,Hannah,King,Tip,1,0
2927,Ella,Evans,Offer,1,0
2928,Aurora,Robinson,Offer,1,0
2929,Eva,Evans,Tip,1,1
2930,Isabella,Lewis,Offer,1,0
2931,Sofia,Taylor,Reminder,0,0
2932,Grace,Clark,Tip,0,0
2933,Lily-Rose,Johnson,Offer,1,0
2934,Hannah,Clark,Reminder,0,0
2935,Lily,King,Tip,0,0
2936,Sofia,Evans,Offer,0,0
2937,Charlotte,Baker,Reminder,0,0
2938,Eva,Evans,Challenge,0,0
2939,Zoe,Moore,Reminder,1,0
2940,Alice,Lewis,Tip,1,0
2941,Isabella,Carter,Offer,0,0
2942,Clara,Perez,Reminder,1,0
2943,Aurora,Walker,Offer,1,0
2944,Lily-Rose,Adams,Challenge,0,0
2945,Grace,Johnson,Offer,0,0
2946,Amelia,King,Challenge,0,0
2947,Zoe,Perez,Offer,1,0
2948,Emma,Carter,Tip,0,0
2949,Lily-Rose,Allen,Offer,0,0
2950,Leah,Hill,Reminder,1,0
2951,Emma,Young,Tip,0,0
2952,Aria,Taylor,Tip,0,0
2953,Freya,Hernandez,Reminder,1,0
2954,Hannah,Evans,Reminder,0,0
2955,Clara,Robinson,Challenge,0,0
2956,Julia,Martin,Challenge,0,0
2957,Sofia,Moore,Offer,0,0
2958,Maya,Hall,Tip,0,0
2959,Ava,Nelson,Reminder,1,0
2960,Hannah,Martin,Tip,0,0
2961,Sofia,Davis,Reminder,0,0
2962,Mia,Robinson,Tip,0,0
2963,Lucy,Taylor,Reminder,0,0
2964,Olivia,Adams,Tip,0,0
2965,Grace,King,Offer,0,0
2966,Aurora,Hall,Offer,0,0
2967,Grace,Adams,Reminder,0,0
2968,Chloe,Clark,Offer,0,0
2969,Hannah,Wilson,Challenge,0,0
2970,Charlotte,Adams,Tip,0,0
2971,Alice,Carter,Reminder,1,0
2972,Lily-Rose,Smith,Tip,1,1
2973,Alice,King,Reminder,1,0
2974,Sophia,Martin,Reminder,1,0
2975,Lily-Rose,Thomas,Reminder,0,0
2976,Emma,Johnson,Tip,0,0
2977,Amelia,Taylor,Reminder,0,0
2978,Clara,Baker,Offer,0,0
2979,Maya,Smith,Reminder,1,0
2980,Amelia,Perez,Challenge,0,0
2981,Eva,Smith,Challenge,0,0
2982,Grace,Thomas,Reminder,0,0
2983,Eva,Nelson,Reminder,0,0
2984,Aurora,Carter,Tip,0,0
2985,Emma,Taylor,Tip,0,0
2986,Ava,Martin,Reminder,0,0
2987,Sophia,Scott,Reminder,0,0
2988,Emily,Carter,Tip,0,0
2989,Freya,Scott,Offer,0,0
2990,Charlotte,Perez,Reminder,0,0
2991,Isabella,Perez,Challenge,1,0
2992,Leah,Johnson,Challenge,1,0
2993,Julia,Brown,Offer,0,0
2994,Emma,Martin,Offer,1,0
2995,Isabella,Moore,Reminder,0,0
2996,Chloe,Hernandez,Challenge,1,0
2997,Zoe,Wilson,Tip,1,0
2998,Amelia,Wilson,Reminder,0,0
2999,Leah,Baker,Tip,0,0
3000,Eva,Adams,Offer,0,0
3001,Alice,Robinson,Tip,1,0
3002,Emma,Hall,Reminder,1,0
3003,Aria,Carter,Challenge,0,0
3004,Hannah,Hernandez,Offer,0,0
3005,Zoe,Baker,Tip,0,0
3006,Mia,King,Reminder,1,0
3007,Lily-Rose,Walker,Challenge,1,1
3008,Emma,Nelson,Tip,1,0
3009,Lucy,Taylor,Challenge,0,0
3010,Isabella,Walker,Reminder,0,0
3011,Emily,Smith,Challenge,1,0
3012,Aurora,Evans,Tip,0,0
3013,Lily-Rose,Wright,Tip,0,0
3014,Freya,Brown,Challenge,1,0
3015,Maya,Mitchell,Reminder,1,0
3016,Lily,Hill,Reminder,0,0
3017,Charlotte,Scott,Tip,1,0
3018,Lily,Smith,Reminder,0,0
3019,Maya,Davis,Reminder,0,0
3020,Lily,Taylor,Challenge,0,0
3021,Sophia,Smith,Challenge,1,0
3022,Ruby,Lee,Tip,0,0
3023,Amelia,Baker,Reminder,0,0
3024,Alice,Adams,Challenge,1,0
3025,Maya,Nelson,Offer,0,0
3026,Mia,Clark,Reminder,0,0
3027,Ella,Taylor,Offer,1,0
3028,Eva,Allen,Offer,1,0
3029,Scarlett,Young,Tip,0,0
3030,Lily,Robinson,Offer,0,0
3031,Lily,Clark,Tip,1,0
3032,Lily-Rose,Moore,Reminder,0,0
3033,Amelia,Wright,Tip,1,0
3034,Aurora,Wilson,Challenge,1,0
3035,Aria,Hill,Challenge,1,0
3036,Ella,King,Offer,0,0
3037,Julia,Robinson,Offer,0,0
3038,Grace,Adams,Reminder,0,0
3039,Emma,Johnson,Reminder,1,0
3040,Maya,Taylor,Tip,0,0
3041,Julia,Lewis,Reminder,0,0
3042,Lucy,Thomas,Challenge,0,0
3043,Ruby,Hill,Challenge,1,0
3044,Grace,Scott,Challenge,0,0
3045,Emily,Adams,Offer,1,0
3046,Mia,Carter,Offer,0,0
3047,Ella,Taylor,Reminder,0,0
3048,Ella,Johnson,Tip,1,0
3049,Sophia,Brown,Challenge,0,0
3050,Alice,Adams,Challenge,0,0
3051,Maya,Carter,Reminder,0,0
3052,Alice,Hill,Challenge,0,0
3053,Lily-Rose,Adams,Tip,0,0
3054,Lily-Rose,Adams,Offer,0,0
3055,Emma,Thomas,Offer,0,0
3056,Ruby,Johnson,Tip,1,1
3057,Leah,Moore,Challenge,1,0
3058,Isabella,Walker,Reminder,1,0
3059,Sophia,Scott,Tip,0,0
3060,Freya,Mitchell,Tip,0,0
3061,Freya,Lee,Challenge,1,1
3062,Ella,Davis,Offer,0,0
3063,Scarlett,Wright,Challenge,0,0
3064,Zoe,Allen,Tip,0,0
3065,Lucy,Perez,Challenge,0,0
3066,Isabella,Hall,Challenge,0,0
3067,Julia,Scott,Reminder,1,0
3068,Sofia,Young,Offer,0,0
3069,Sophia,Wright,Tip,0,0
3070,Alice,Walker,Reminder,0,0
3071,Hannah,Scott,Offer,0,0
3072,Julia,Wright,Reminder,0,0
3073,Amelia,Wilson,Tip,1,0
3074,Julia,Nelson,Offer,1,0
3075,Mia,Allen,Reminder,0,0
3076,Julia,Young,Challenge,0,0
3077,Lucy,Clark,Challenge,0,0
3078,Alice,Baker,Reminder,1,0
3079,Chloe,Martin,Tip,0,0
3080,Lily-Rose,King,Challenge,0,0
3081,Sophia,King,Challenge,0,0
3082,Sofia,Walker,Offer,0,0
3083,Maya,Clark,Reminder,0,0
3084,Leah,Thomas,Tip,0,0
3085,Eva,Baker,Reminder,1,0
3086,Emily,Allen,Tip,1,0
3087,Aurora,Young,Reminder,0,0
3088,Sofia,Baker,Offer,0,0
3089,Julia,Adams,Challenge,0,0
3090,Leah,Robinson,Tip,1,0
3091,Eva,Johnson,Offer,0,0
3092,Olivia,Davis,Offer,0,0
3093,Ella,Baker,Challenge,0,0
3094,Julia,Wilson,Reminder,0,0
3095,Clara,Baker,Offer,0,0
3096,Chloe,Lewis,Reminder,0,0
3097,Eva,Allen,Tip,1,0
3098,Isabella,Young,Offer,1,0
3099,Sophia,Thomas,Offer,1,0
3100,Aurora,Hill,Reminder,0,0
3101,Freya,Adams,Tip,0,0
3102,Ava,Hernandez,Tip,0,0
3103,Charlotte,Scott,Offer,1,0
3104,Lily-Rose,Lewis,Challenge,0,0
3105,Aurora,Hernandez,Tip,0,0
3106,Olivia,Lewis,Challenge,0,0
3107,Lucy,Taylor,Challenge,0,0
3108,Grace,Brown,Reminder,0,0
3109,Maya,Nelson,Reminder,0,0
3110,Julia,Lee,Offer,0,0
3111,Charlotte,Carter,Reminder,0,0
3112,Maya,Baker,Challenge,0,0
3113,Sofia,Carter,Challenge,0,0
3114,Grace,Nelson,Tip,0,0
3115,Freya,Robinson,Offer,0,0
3116,Amelia,Scott,Challenge,0,0
3117,Chloe,Wilson,Reminder,1,0
3118,Olivia,Wright,Reminder,1,0
3119,Emma,Mitchell,Challenge,0,0
3120,Aria,Martin,Reminder,0,0
3121,Mia,Mitchell,Offer,1,0
3122,Mia,Lewis,Reminder,0,0
3123,Lucy,Evans,Tip,1,1
3124,Chloe,Hill,Tip,1,0
3125,Charlotte,Thomas,Tip,0,0
3126,Emily,Baker,Offer,1,0
3127,Aria,Evans,Tip,0,0
3128,Mia,Perez,Reminder,1,0
3129,Emily,Lewis,Tip,1,0
3130,Alice,Carter,Reminder,0,0
3131,Sophia,Young,Reminder,0,0
3132,Amelia,Carter,Offer,0,0
3133,Grace,Thomas,Challenge,0,0
3134,Freya,Walker,Challenge,1,0
3135,Scarlett,Young,Offer,1,0
3136,Lucy,Thomas,Tip,0,0
3137,Maya,Johnson,Challenge,1,0
3138,Sophia,Robinson,Tip,0,0
3139,Emily,Clark,Challenge,1,1
3140,Aria,Martin,Reminder,0,0
3141,Mia,Martin,Offer,0,0
3142,Ella,Clark,Offer,0,0
3143,Amelia,Adams,Reminder,0,0
3144,Aurora,Perez,Reminder,0,0
3145,Ella,Mitchell,Offer,1,0
3146,Sophia,Adams,Offer,0,0
3147,Julia,Allen,Reminder,1,0
3148,Scarlett,Martin,Tip,1,0
3149,Maya,Thomas,Tip,0,0
3150,Ruby,Brown,Reminder,1,0
3151,Mia,Allen,Reminder,0,0
3152,Maya,Walker,Challenge,0,0
3153,Eva,Walker,Offer,0,0
3154,Mia,Carter,Reminder,0,0
3155,Charlotte,Evans,Tip,0,0
3156,Ella,Hernandez,Reminder,1,0
3157,Eva,Wright,Challenge,0,0
3158,Lily,Baker,Tip,0,0
3159,Ava,Clark,Tip,1,0
3160,Alice,Martin,Reminder,0,0
3161,Clara,Baker,Tip,0,0
3162,Hannah,Clark,Challenge,1,0
3163,Chloe,Hill,Reminder,0,0
3164,Chloe,Moore,Tip,0,0
3165,Leah,Brown,Challenge,0,0
3166,Ava,Moore,Offer,0,0
3167,Chloe,Moore,Offer,0,0
3168,Sophia,Allen,Offer,0,0
3169,Chloe,King,Reminder,0,0
3170,Julia,Walker,Challenge,1,0
3171,Sofia,Smith,Tip,0,0
3172,Freya,Johnson,Challenge,0,0
3173,Ella,Brown,Offer,0,0
3174,Chloe,Hill,Reminder,0,0
3175,Charlotte,Carter,Tip,0,0
3176,Eva,Johnson,Reminder,0,0
3177,Freya,Thomas,Challenge,0,0
3178,Emily,Clark,Offer,0,0
3179,Eva,Lee,Challenge,0,0
3180,Sophia,Carter,Challenge,0,0
3181,Zoe,Young,Offer,0,0
3182,Scarlett,Robinson,Reminder,0,0
3183,Sofia,Young,Offer,0,0
3184,Aurora,Martin,Offer,0,0
3185,Sophia,Moore,Tip,0,0
3186,Lucy,Adams,Tip,0,0
3187,Amelia,Hernandez,Challenge,0,0
3188,Mia,Martin,Reminder,0,0
3189,Clara,Lee,Offer,0,0
3190,Olivia,Smith,Reminder,0,0
3191,Hannah,Perez,Offer,0,0
3192,Olivia,Martin,Offer,0,0
3193,Clara,Walker,Challenge,0,0
3194,Amelia,Taylor,Offer,0,0
3195,Alice,Hill,Reminder,1,0
3196,Emma,Adams,Reminder,0,0
3197,Isabella,Walker,Challenge,0,0
3198,Grace,Smith,Challenge,1,0
3199,Sofia,Lewis,Reminder,1,0
3200,Charlotte,Adams,Challenge,0,0
3201,Lily,Taylor,Challenge,1,0
3202,Aria,King,Offer,1,0
3203,Emily,Allen,Offer,0,0
3204,Amelia,Hall,Offer,1,0
3205,Scarlett,Carter,Tip,0,0
3206,Lily-Rose,Adams,Reminder,1,0
3207,Ava,King,Challenge,0,0
3208,Ruby,Baker,Offer,0,0
3209,Aurora,Johnson,Tip,1,0
3210,Amelia,King,Reminder,0,0
3211,Scarlett,Walker,Offer,0,0
3212,Julia,Carter,Tip,0,0
3213,Sofia,Martin,Tip,0,0
3214,Emma,Davis,Challenge,0,0
3215,Julia,Brown,Reminder,0,0
3216,Ava,Baker,Tip,0,0
3217,Isabella,Smith,Offer,1,0
3218,Julia,Baker,Tip,1,0
3219,Scarlett,Adams,Reminder,1,0
3220,Mia,Hill,Challenge,0,0
3221,Sofia,Evans,Offer,1,0
3222,Freya,Baker,Reminder,0,0
3223,Ella,Johnson,Offer,0,0
3224,Emma,Wright,Offer,0,0
3225,Aria,King,Challenge,0,0
3226,Sofia,Walker,Tip,1,0
3227,Ava,Carter,Challenge,1,0
3228,Lily,Hernandez,Offer,1,0
3229,Aurora,Scott,Reminder,0,0
3230,Ruby,Allen,Tip,0,0
3231,Zoe,Baker,Offer,0,0
3232,Sophia,Hall,Tip,0,0
3233,Lucy,Hill,Offer,0,0
3234,Amelia,Baker,Tip,0,0
3235,Aurora,Hall,Offer,0,0
3236,Scarlett,Taylor,Tip,1,0
3237,Emily,Carter,Offer,0,0
3238,Maya,Davis,Reminder,0,0
3239,Zoe,Taylor,Offer,0,0
3240,Leah,Nelson,Offer,0,0
3241,Julia,Thomas,Reminder,0,0
3242,Clara,Martin,Offer,0,0
3243,Emma,Young,Reminder,0,0
3244,Scarlett,Martin,Challenge,0,0
3245,Lily,Robinson,Challenge,0,0
3246,Emily,Clark,Reminder,0,0
3247,Lily,Mitchell,Offer,0,0
3248,Julia,Adams,Tip,0,0
3249,Ava,Lewis,Reminder,0,0
3250,Sophia,Perez,Offer,0,0
3251,Maya,Davis,Tip,1,0
3252,Freya,Moore,Offer,1,0
3253,Aria,Hill,Offer,0,0
3254,Mia,Hill,Offer,1,0
3255,Ava,Allen,Reminder,0,0
3256,Julia,Lee,Reminder,0,0
3257,Julia,King,Reminder,1,0
3258,Grace,Wright,Offer,0,0
3259,Alice,Allen,Challenge,0,0
3260,Freya,Adams,Tip,0,0
3261,Mia,Lee,Challenge,0,0
3262,Charlotte,Carter,Offer,0,0
3263,Ava,Allen,Challenge,0,0
3264,Freya,Lewis,Reminder,0,0
3265,Sofia,Young,Tip,0,0
3266,Emma,Hernandez,Tip,0,0
3267,Julia,Perez,Reminder,1,0
3268,Chloe,Young,Tip,1,0
3269,Aria,Evans,Tip,0,0
3270,Grace,Johnson,Tip,1,0
3271,Grace,Baker,Reminder,1,0
3272,Leah,Brown,Reminder,0,0
3273,Lucy,Robinson,Offer,1,0
3274,Alice,King,Tip,0,0
3275,Sophia,Scott,Reminder,0,0
3276,Eva,Thomas,Reminder,1,0
3277,Ava,Wright,Challenge,0,0
3278,Hannah,Young,Reminder,1,0
3279,Ruby,Wright,Challenge,0,0
3280,Emily,Lewis,Challenge,1,0
3281,Emily,Adams,Challenge,0,0
3282,Charlotte,Robinson,Offer,1,0
3283,Emma,Mitchell,Tip,0,0
3284,Lily-Rose,Young,Reminder,1,0
3285,Zoe,Taylor,Tip,0,0
3286,Aurora,Smith,Offer,0,0
3287,Eva,Brown,Tip,1,0
3288,Mia,Smith,Reminder,0,0
3289,Amelia,Walker,Offer,1,0
3290,Aurora,Martin,Offer,0,0
3291,Leah,Perez,Challenge,0,0
3292,Sofia,Martin,Offer,1,0
3293,Ava,Moore,Tip,0,0
3294,Julia,Nelson,Challenge,0,0
3295,Lily,Adams,Offer,1,0
3296,Mia,Scott,Tip,0,0
3297,Chloe,Evans,Reminder,0,0
3298,Chloe,Taylor,Challenge,1,0
3299,Emma,Davis,Challenge,1,0
3300,Alice,Johnson,Offer,1,0
3301,Emma,Walker,Tip,0,0
3302,Scarlett,Robinson,Offer,0,0
3303,Alice,Lewis,Challenge,0,0
3304,Mia,Lee,Offer,1,0
3305,Eva,Clark,Offer,0,0
3306,Lucy,Brown,Reminder,1,0
3307,Isabella,Hill,Offer,0,0
3308,Mia,Lewis,Challenge,1,0
3309,Aurora,Hall,Reminder,0,0
3310,Julia,Lee,Challenge,1,0
3311,Lily,Brown,Challenge,0,0
3312,Lucy,Clark,Reminder,0,0
3313,Charlotte,Lewis,Tip,0,0
3314,Ava,Adams,Offer,1,0
3315,Hannah,Baker,Reminder,1,1
3316,Hannah,Lewis,Tip,0,0
3317,Julia,Wilson,Tip,1,0
3318,Lucy,King,Reminder,0,0
3319,Freya,Mitchell,Offer,0,0
3320,Chloe,Perez,Reminder,0,0
3321,Amelia,Perez,Reminder,0,0
3322,Charlotte,Moore,Reminder,0,0
3323,Grace,Young,Offer,0,0
3324,Aurora,Martin,Offer,1,0
3325,Eva,Hill,Offer,0,0
3326,Amelia,Wright,Offer,1,0
3327,Ruby,Davis,Tip,0,0
3328,Lily-Rose,Nelson,Challenge,0,0
3329,Alice,Evans,Reminder,0,0
3330,Scarlett,Clark,Reminder,1,0
3331,Clara,Hernandez,Offer,0,0
3332,Lucy,Mitchell,Reminder,0,0
3333,Ruby,Mitchell,Offer,0,0
3334,Scarlett,Brown,Challenge,1,0
3335,Chloe,Wilson,Tip,0,0
3336,Eva,Scott,Offer,0,0
3337,Sophia,Lewis,Tip,0,0
3338,Zoe,Martin,Offer,0,0
3339,Grace,Wilson,Tip,0,0
3340,Maya,Smith,Challenge,1,0
3341,Ava,Lee,Reminder,0,0
3342,Freya,Mitchell,Reminder,0,0
3343,Charlotte,Baker,Offer,1,0
3344,Ruby,Brown,Reminder,0,0
3345,Hannah,King,Offer,1,0
3346,Lily-Rose,Evans,Reminder,0,0
3347,Ruby,Lee,Tip,0,0
3348,Julia,Johnson,Offer,1,0
3349,Zoe,Walker,Offer,0,0
3350,Ella,Hill,Reminder,1,0
3351,Clara,Lee,Tip,0,0
3352,Sophia,Evans,Tip,1,0
3353,Aria,Scott,Challenge,1,0
3354,Alice,Smith,Reminder,1,0
3355,Chloe,Moore,Offer,0,0
3356,Grace,Hernandez,Reminder,0,0
3357,Chloe,Smith,Offer,0,0
3358,Charlotte,Lee,Offer,0,0
3359,Maya,Lee,Challenge,1,0
3360,Sophia,Clark,Offer,1,0
3361,Mia,Robinson,Tip,0,0
3362,Amelia,Young,Offer,0,0
3363,Eva,Moore,Challenge,0,0
3364,Lucy,Clark,Reminder,0,0
3365,Zoe,Robinson,Offer,0,0
3366,Chloe,Adams,Offer,0,0
3367,Eva,Carter,Challenge,1,0
3368,Scarlett,Evans,Challenge,0,0
3369,Chloe,Walker,Challenge,0,0
3370,Ava,Young,Challenge,0,0
3371,Maya,Thomas,Offer,0,0
3372,Sophia,Nelson,Reminder,0,0
3373,Eva,Johnson,Offer,0,0
3374,Isabella,Smith,Reminder,0,0
3375,Hannah,Brown,Challenge,1,0
3376,Sofia,Evans,Offer,0,0
3377,Ava,Johnson,Challenge,1,0
3378,Lily,Johnson,Challenge,1,0
3379,Lucy,Carter,Challenge,0,0
3380,Scarlett,Moore,Challenge,0,0
3381,Aria,Hill,Offer,0,0
3382,Clara,Perez,Reminder,1,0
3383,Charlotte,Perez,Challenge,0,0
3384,Freya,Hill,Offer,0,0
3385,Sofia,Mitchell,Tip,1,0
3386,Scarlett,Nelson,Tip,0,0
3387,Ava,Evans,Offer,1,0
3388,Sophia,Lewis,Tip,0,0
3389,Ruby,Robinson,Offer,0,0
3390,Scarlett,King,Reminder,0,0
3391,Ruby,Davis,Challenge,0,0
3392,Zoe,Johnson,Offer,0,0
3393,Freya,Wilson,Offer,0,0
3394,Isabella,Taylor,Reminder,0,0
3395,Ava,Brown,Offer,0,0
3396,Charlotte,Wright,Offer,0,0
3397,Alice,Davis,Reminder,0,0
3398,Lily,Taylor,Offer,0,0
3399,Alice,Brown,Offer,0,0
3400,Emma,Hill,Reminder,0,0
3401,Grace,Smith,Tip,1,0
3402,Charlotte,Moore,Reminder,0,0
3403,Ava,Evans,Offer,1,0
3404,Mia,Adams,Offer,0,0
3405,Lily,Hernandez,Challenge,0,0
3406,Lily-Rose,Walker,Offer,0,0
3407,Ruby,Adams,Reminder,0,0
3408,Julia,Hall,Challenge,1,0
3409,Aria,Hernandez,Tip,1,0
3410,Ava,Nelson,Tip,0,0
3411,Leah,Hernandez,Tip,0,0
3412,Ava,King,Offer,0,0
3413,Ruby,Brown,Tip,0,0
3414,Julia,Thomas,Reminder,0,0
3415,Ava,Scott,Reminder,1,1
3416,Grace,Thomas,Offer,0,0
3417,Emma,Adams,Offer,0,0
3418,Chloe,Hill,Offer,0,0
3419,Clara,Hernandez,Challenge,0,0
3420,Sofia,Moore,Offer,0,0
3421,Sofia,Brown,Reminder,0,0
3422,Chloe,Johnson,Offer,0,0
3423,Charlotte,Johnson,Tip,0,0
3424,Emily,Moore,Tip,0,0
3425,Sofia,Hill,Tip,1,0
3426,Aria,Davis,Tip,1,0
3427,Eva,Walker,Tip,0,0
3428,Lily-Rose,Wilson,Tip,0,0
3429,Alice,Baker,Reminder,0,0
3430,Emily,Robinson,Reminder,0,0
3431,Ella,Thomas,Offer,0,0
3432,Freya,Clark,Tip,0,0
3433,Chloe,Robinson,Reminder,0,0
3434,Emma,Hall,Challenge,1,0
3435,Lily-Rose,Baker,Challenge,0,0
3436,Mia,Evans,Tip,0,0
3437,Leah,Clark,Tip,0,0
3438,Ella,Carter,Challenge,1,0
3439,Chloe,Lee,Offer,0,0
3440,Leah,Hill,Challenge,0,0
3441,Clara,Scott,Tip,0,0
3442,Ava,Clark,Offer,1,0
3443,Emma,Wilson,Tip,1,0
3444,Aurora,Adams,Tip,1,0
3445,Maya,Brown,Reminder,0,0
3446,Grace,Baker,Tip,0,0
3447,Chloe,Wright,Challenge,0,0
3448,Amelia,Adams,Challenge,0,0
3449,Freya,Young,Reminder,1,0
3450,Chloe,Smith,Challenge,0,0
3451,Amelia,Johnson,Offer,0,0
3452,Amelia,Clark,Offer,1,0
3453,Sophia,Smith,Reminder,0,0
3454,Zoe,Taylor,Reminder,1,0
3455,Sofia,Smith,Challenge,1,0
3456,Chloe,Hill,Offer,0,0
3457,Leah,Wilson,Offer,0,0
3458,Maya,Thomas,Offer,0,0
3459,Emily,Baker,Reminder,0,0
3460,Eva,Thomas,Offer,1,0
3461,Emily,Thomas,Challenge,0,0
3462,Eva,Scott,Reminder,0,0
3463,Charlotte,Scott,Reminder,0,0
3464,Mia,Hill,Reminder,0,0
3465,Aria,Adams,Offer,0,0
3466,Lily,Robinson,Tip,0,0
3467,Hannah,Thomas,Offer,1,1
3468,Zoe,Mitchell,Tip,0,0
